,Firm,Salary,Reports
88,ASTRAZENECA,122500.0,2.0
89,ASTRAZENECA,19500.0,2.0
90,ASTRAZENECA,67500.0,2.0
91,ASTRAZENECA,28500.0,2.0
92,ASTRAZENECA,19500.0,2.0
93,ASTRAZENECA,41000.0,2.0
94,ASTRAZENECA,19500.0,2.0
95,ASTRAZENECA,89500.0,2.0
96,ASTRAZENECA,29000.0,2.0
97,ASTRAZENECA,66000.0,2.0
98,ASTRAZENECA,35500.0,2.0
99,ASTRAZENECA,25500.0,2.0
100,ASTRAZENECA,30000.0,2.0
101,ASTRAZENECA,37500.0,2.0
102,ASTRAZENECA,55500.0,2.0
103,ASTRAZENECA,76500.0,2.0
104,ASTRAZENECA,49500.0,2.0
105,ASTRAZENECA,35000.0,2.0
106,ASTRAZENECA,87000.0,2.0
107,ASTRAZENECA,83500.0,2.0
108,ASTRAZENECA,49500.0,2.0
109,ASTRAZENECA,122000.0,2.0
110,ASTRAZENECA,62500.0,2.0
111,ASTRAZENECA,63500.0,2.0
112,ASTRAZENECA,99500.0,2.0
113,ASTRAZENECA,28000.0,2.0
114,ASTRAZENECA,80000.0,2.0
115,ASTRAZENECA,49000.0,2.0
116,ASTRAZENECA,119000.0,2.0
117,ASTRAZENECA,146000.0,2.0
118,ASTRAZENECA,20000.0,2.0
119,ASTRAZENECA,31500.0,2.0
120,ASTRAZENECA,40000.0,2.0
121,ASTRAZENECA,31500.0,2.0
122,ASTRAZENECA,75500.0,2.0
123,ASTRAZENECA,23500.0,2.0
124,ASTRAZENECA,70000.0,2.0
125,ASTRAZENECA,147500.0,2.0
126,ASTRAZENECA,31500.0,2.0
127,ASTRAZENECA,184000.0,2.0
128,ASTRAZENECA,51500.0,2.0
129,ASTRAZENECA,118000.0,2.0
130,ASTRAZENECA,17500.0,2.0
131,ASTRAZENECA,49500.0,2.0
132,ASTRAZENECA,47000.0,2.0
133,ASTRAZENECA,89000.0,2.0
134,ASTRAZENECA,184500.0,2.0
135,ASTRAZENECA,54000.0,2.0
136,ASTRAZENECA,36500.0,2.0
137,ASTRAZENECA,82500.0,2.0
138,ASTRAZENECA,35000.0,2.0
139,ASTRAZENECA,41500.0,2.0
140,ASTRAZENECA,50500.0,2.0
141,ASTRAZENECA,56000.0,2.0
142,ASTRAZENECA,75500.0,2.0
143,ASTRAZENECA,49000.0,2.0
144,ASTRAZENECA,50000.0,2.0
145,ASTRAZENECA,102500.0,2.0
146,ASTRAZENECA,37500.0,2.0
147,ASTRAZENECA,44500.0,2.0
148,ASTRAZENECA,126500.0,2.0
149,ASTRAZENECA,149000.0,2.0
150,ASTRAZENECA,70000.0,2.0
151,ASTRAZENECA,68500.0,2.0
152,ASTRAZENECA,35000.0,2.0
153,ASTRAZENECA,68000.0,2.0
154,ASTRAZENECA,52000.0,2.0
155,ASTRAZENECA,98000.0,2.0
156,ASTRAZENECA,30500.0,2.0
157,ASTRAZENECA,151500.0,1.0
158,ASTRAZENECA,60500.0,1.0
159,ASTRAZENECA,33500.0,1.0
160,ASTRAZENECA,38000.0,1.0
161,ASTRAZENECA,54500.0,1.0
162,ASTRAZENECA,54500.0,1.0
163,ASTRAZENECA,111000.0,1.0
164,ASTRAZENECA,95000.0,1.0
165,ASTRAZENECA,133500.0,1.0
166,ASTRAZENECA,113500.0,1.0
167,ASTRAZENECA,53500.0,1.0
168,ASTRAZENECA,33500.0,1.0
169,ASTRAZENECA,52500.0,1.0
170,ASTRAZENECA,31500.0,1.0
171,ASTRAZENECA,63500.0,1.0
172,ASTRAZENECA,75500.0,1.0
173,ASTRAZENECA,78000.0,1.0
174,ASTRAZENECA,83500.0,1.0
175,ASTRAZENECA,24000.0,1.0
176,ASTRAZENECA,67500.0,1.0
177,ASTRAZENECA,109000.0,1.0
178,ASTRAZENECA,29500.0,1.0
179,ASTRAZENECA,40500.0,1.0
180,ASTRAZENECA,45000.0,1.0
181,ASTRAZENECA,66500.0,1.0
182,ASTRAZENECA,85500.0,1.0
183,ASTRAZENECA,23500.0,1.0
184,ASTRAZENECA,29500.0,1.0
185,ASTRAZENECA,18000.0,1.0
186,ASTRAZENECA,47500.0,1.0
187,ASTRAZENECA,58000.0,1.0
188,ASTRAZENECA,71000.0,1.0
189,ASTRAZENECA,65500.0,1.0
190,ASTRAZENECA,85000.0,1.0
191,ASTRAZENECA,73000.0,1.0
192,ASTRAZENECA,84500.0,1.0
193,ASTRAZENECA,57000.0,1.0
194,ASTRAZENECA,56000.0,1.0
195,ASTRAZENECA,41000.0,1.0
196,ASTRAZENECA,83500.0,1.0
197,ASTRAZENECA,21500.0,1.0
198,ASTRAZENECA,115000.0,1.0
199,ASTRAZENECA,130000.0,1.0
200,UNILEVER,39710.0,63.0
201,UNILEVER,48348.0,36.0
202,UNILEVER,57022.0,30.0
203,UNILEVER,39794.0,24.0
204,UNILEVER,41208.0,20.0
205,UNILEVER,58318.0,19.0
206,UNILEVER,21187.0,17.0
207,UNILEVER,40356.0,17.0
208,UNILEVER,57371.0,16.0
209,UNILEVER,52688.0,16.0
210,UNILEVER,56638.0,16.0
211,UNILEVER,21206.0,16.0
212,UNILEVER,39804.0,16.0
213,UNILEVER,39053.0,16.0
214,UNILEVER,41739.0,13.0
215,UNILEVER,75895.0,13.0
216,UNILEVER,45375.0,13.0
217,UNILEVER,52812.0,11.0
218,UNILEVER,117235.0,11.0
219,UNILEVER,44492.0,10.0
220,UNILEVER,38616.0,10.0
221,UNILEVER,26944.0,10.0
222,UNILEVER,40412.0,10.0
223,UNILEVER,57401.0,9.0
224,UNILEVER,36961.0,9.0
225,UNILEVER,76273.0,9.0
226,UNILEVER,120311.0,9.0
227,UNILEVER,33700.0,9.0
228,UNILEVER,43781.0,8.0
229,UNILEVER,35178.0,8.0
230,UNILEVER,43923.0,8.0
231,UNILEVER,76034.0,8.0
232,UNILEVER,37269.0,8.0
233,UNILEVER,33142.0,8.0
234,UNILEVER,38694.0,8.0
235,UNILEVER,68440.0,7.0
236,UNILEVER,51103.0,7.0
237,UNILEVER,32864.0,7.0
238,UNILEVER,23327.0,7.0
239,UNILEVER,54825.0,6.0
240,UNILEVER,132910.0,6.0
241,UNILEVER,44483.0,6.0
242,UNILEVER,46097.0,6.0
243,UNILEVER,36059.0,6.0
244,UNILEVER,17319.0,6.0
245,UNILEVER,68391.0,6.0
246,UNILEVER,35283.0,6.0
247,UNILEVER,50481.0,5.0
248,UNILEVER,36220.0,5.0
249,UNILEVER,57090.0,5.0
250,UNILEVER,53103.0,5.0
251,UNILEVER,83435.0,5.0
252,UNILEVER,41665.0,5.0
253,UNILEVER,21607.0,5.0
254,UNILEVER,57369.0,5.0
255,UNILEVER,60743.0,5.0
256,UNILEVER,59360.0,5.0
257,UNILEVER,61621.0,5.0
258,UNILEVER,38172.0,5.0
259,UNILEVER,31991.0,5.0
260,UNILEVER,107463.0,5.0
261,UNILEVER,45426.0,5.0
262,UNILEVER,99350.0,5.0
263,UNILEVER,34357.0,5.0
264,UNILEVER,37132.0,4.0
265,UNILEVER,41889.0,4.0
266,UNILEVER,53612.0,4.0
267,UNILEVER,47359.0,4.0
268,UNILEVER,33277.0,4.0
269,UNILEVER,94638.0,4.0
270,UNILEVER,69439.0,4.0
271,UNILEVER,40270.0,4.0
272,UNILEVER,32294.0,4.0
273,UNILEVER,22293.0,4.0
274,UNILEVER,60252.0,4.0
275,UNILEVER,41988.0,4.0
276,UNILEVER,61656.0,4.0
277,UNILEVER,35548.0,4.0
278,UNILEVER,46867.0,4.0
279,UNILEVER,71933.0,4.0
280,UNILEVER,22664.0,4.0
281,UNILEVER,41830.0,4.0
282,UNILEVER,45260.0,4.0
283,UNILEVER,73633.0,4.0
284,UNILEVER,46437.0,4.0
285,UNILEVER,36907.0,4.0
286,UNILEVER,39723.0,4.0
287,UNILEVER,22002.0,3.0
288,UNILEVER,21522.0,3.0
289,UNILEVER,44345.0,3.0
290,UNILEVER,40508.0,3.0
291,UNILEVER,45915.0,3.0
292,UNILEVER,27513.0,3.0
293,UNILEVER,28918.0,3.0
294,UNILEVER,63000.0,3.0
295,UNILEVER,34716.0,3.0
296,UNILEVER,48989.0,3.0
297,UNILEVER,155188.0,3.0
298,UNILEVER,33584.0,3.0
299,UNILEVER,115671.0,3.0
300,UNILEVER,74062.0,3.0
301,UNILEVER,44534.0,3.0
302,UNILEVER,21031.0,3.0
303,UNILEVER,33058.0,3.0
304,UNILEVER,21206.0,3.0
305,UNILEVER,31694.0,3.0
306,UNILEVER,72557.0,3.0
307,UNILEVER,21607.0,3.0
308,UNILEVER,69411.0,3.0
309,UNILEVER,43883.0,3.0
310,UNILEVER,53884.0,3.0
311,UNILEVER,59297.0,3.0
312,UNILEVER,71232.0,3.0
313,UNILEVER,56621.0,3.0
314,UNILEVER,100890.0,3.0
315,UNILEVER,58102.0,3.0
316,UNILEVER,29828.0,3.0
317,UNILEVER,34267.0,3.0
318,UNILEVER,41157.0,3.0
319,UNILEVER,59567.0,3.0
320,UNILEVER,30536.0,3.0
321,UNILEVER,72150.0,3.0
322,UNILEVER,84518.0,3.0
323,UNILEVER,307663.0,3.0
324,UNILEVER,40143.0,3.0
325,UNILEVER,41000.0,3.0
326,UNILEVER,43134.0,3.0
327,UNILEVER,18160.0,3.0
328,UNILEVER,22655.0,3.0
329,UNILEVER,48775.0,3.0
330,UNILEVER,42489.0,3.0
331,UNILEVER,57147.0,3.0
332,UNILEVER,41683.0,3.0
333,UNILEVER,21128.0,3.0
334,UNILEVER,25868.0,3.0
335,UNILEVER,32067.0,3.0
336,UNILEVER,55274.0,3.0
337,UNILEVER,22164.0,3.0
338,UNILEVER,18000.0,2.0
339,UNILEVER,34000.0,2.0
340,UNILEVER,31500.0,2.0
341,UNILEVER,79500.0,2.0
342,UNILEVER,50500.0,2.0
343,UNILEVER,56000.0,2.0
344,UNILEVER,56500.0,2.0
345,UNILEVER,22000.0,2.0
346,UNILEVER,20000.0,2.0
347,UNILEVER,147000.0,2.0
348,UNILEVER,40000.0,2.0
349,UNILEVER,152000.0,2.0
350,UNILEVER,41000.0,2.0
351,UNILEVER,174000.0,2.0
352,UNILEVER,70500.0,2.0
353,UNILEVER,29500.0,2.0
354,UNILEVER,42000.0,2.0
355,UNILEVER,18000.0,2.0
356,UNILEVER,79000.0,2.0
357,UNILEVER,66000.0,2.0
358,UNILEVER,52500.0,2.0
359,UNILEVER,47500.0,2.0
360,UNILEVER,21500.0,2.0
361,UNILEVER,27000.0,2.0
362,UNILEVER,42000.0,2.0
363,UNILEVER,21500.0,2.0
364,UNILEVER,32500.0,2.0
365,UNILEVER,40000.0,2.0
366,UNILEVER,42000.0,2.0
367,UNILEVER,54000.0,2.0
368,UNILEVER,58500.0,2.0
369,UNILEVER,52500.0,2.0
370,UNILEVER,49500.0,2.0
371,UNILEVER,36000.0,2.0
372,UNILEVER,60500.0,2.0
373,UNILEVER,22000.0,2.0
374,UNILEVER,83500.0,2.0
375,UNILEVER,33500.0,2.0
376,UNILEVER,23500.0,2.0
377,UNILEVER,22500.0,2.0
378,UNILEVER,116500.0,2.0
379,UNILEVER,60000.0,2.0
380,UNILEVER,60500.0,2.0
381,UNILEVER,46500.0,2.0
382,UNILEVER,45500.0,2.0
383,UNILEVER,79000.0,2.0
384,UNILEVER,58000.0,2.0
385,UNILEVER,34000.0,2.0
386,UNILEVER,33000.0,2.0
387,UNILEVER,23000.0,2.0
388,UNILEVER,86000.0,2.0
389,UNILEVER,38500.0,2.0
390,UNILEVER,42500.0,2.0
391,UNILEVER,230000.0,2.0
392,UNILEVER,33500.0,2.0
393,UNILEVER,40500.0,2.0
394,UNILEVER,43500.0,2.0
395,UNILEVER,22000.0,2.0
396,UNILEVER,37500.0,2.0
397,UNILEVER,69000.0,2.0
398,UNILEVER,58500.0,2.0
399,DIAGEO,30078.0,4.0
400,DIAGEO,55072.0,4.0
401,DIAGEO,53087.0,4.0
402,DIAGEO,32961.0,4.0
403,DIAGEO,41595.0,4.0
404,DIAGEO,99897.0,3.0
405,DIAGEO,144334.0,3.0
406,DIAGEO,31710.0,3.0
407,DIAGEO,49547.0,3.0
408,DIAGEO,30410.0,3.0
409,DIAGEO,46923.0,3.0
410,DIAGEO,78678.0,3.0
411,DIAGEO,53482.0,3.0
412,DIAGEO,64953.0,3.0
413,DIAGEO,55000.0,3.0
414,DIAGEO,157133.0,3.0
415,DIAGEO,20527.0,3.0
416,DIAGEO,29710.0,3.0
417,DIAGEO,78161.0,3.0
418,DIAGEO,51100.0,3.0
419,DIAGEO,30078.0,4.0
420,DIAGEO,55072.0,4.0
421,DIAGEO,53087.0,4.0
422,DIAGEO,32961.0,4.0
423,DIAGEO,41595.0,4.0
424,DIAGEO,99897.0,3.0
425,DIAGEO,144334.0,3.0
426,DIAGEO,31710.0,3.0
427,DIAGEO,49547.0,3.0
428,DIAGEO,30410.0,3.0
429,DIAGEO,46923.0,3.0
430,DIAGEO,78678.0,3.0
431,DIAGEO,53482.0,3.0
432,DIAGEO,64953.0,3.0
433,DIAGEO,55000.0,3.0
434,DIAGEO,157133.0,3.0
435,DIAGEO,20527.0,3.0
436,DIAGEO,29710.0,3.0
437,DIAGEO,78161.0,3.0
438,DIAGEO,51100.0,3.0
439,DIAGEO,46215.0,3.0
440,DIAGEO,47715.0,3.0
441,DIAGEO,40824.0,3.0
442,DIAGEO,88307.0,3.0
443,DIAGEO,46932.0,3.0
444,DIAGEO,74292.0,3.0
445,DIAGEO,93500.0,2.0
446,DIAGEO,35500.0,2.0
447,DIAGEO,34000.0,2.0
448,DIAGEO,50000.0,2.0
449,DIAGEO,86000.0,2.0
450,DIAGEO,25500.0,2.0
451,DIAGEO,36500.0,2.0
452,DIAGEO,126000.0,2.0
453,DIAGEO,49500.0,2.0
454,DIAGEO,53500.0,2.0
455,DIAGEO,49500.0,2.0
456,DIAGEO,20500.0,2.0
457,DIAGEO,59000.0,2.0
458,DIAGEO,87000.0,2.0
459,DIAGEO,32000.0,2.0
460,DIAGEO,110000.0,2.0
461,DIAGEO,21500.0,2.0
462,DIAGEO,51500.0,2.0
463,DIAGEO,26500.0,2.0
464,DIAGEO,75500.0,2.0
465,DIAGEO,69000.0,2.0
466,DIAGEO,41500.0,2.0
467,DIAGEO,95000.0,2.0
468,DIAGEO,24000.0,2.0
469,DIAGEO,92000.0,2.0
470,DIAGEO,76500.0,2.0
471,DIAGEO,20500.0,2.0
472,DIAGEO,61000.0,2.0
473,DIAGEO,72500.0,2.0
474,DIAGEO,21000.0,2.0
475,DIAGEO,43500.0,2.0
476,DIAGEO,55000.0,2.0
477,DIAGEO,21500.0,2.0
478,DIAGEO,27500.0,2.0
479,DIAGEO,32000.0,2.0
480,DIAGEO,37500.0,2.0
481,DIAGEO,30000.0,2.0
482,DIAGEO,45000.0,2.0
483,DIAGEO,57500.0,2.0
484,DIAGEO,46000.0,2.0
485,DIAGEO,61000.0,2.0
486,DIAGEO,44000.0,2.0
487,DIAGEO,29000.0,2.0
488,DIAGEO,42500.0,2.0
489,DIAGEO,50000.0,2.0
490,DIAGEO,65000.0,2.0
491,DIAGEO,39500.0,2.0
492,DIAGEO,71500.0,2.0
493,DIAGEO,75500.0,1.0
494,DIAGEO,30000.0,1.0
495,DIAGEO,24000.0,1.0
496,DIAGEO,126000.0,1.0
497,DIAGEO,39500.0,1.0
498,DIAGEO,30000.0,1.0
499,DIAGEO,39000.0,1.0
500,DIAGEO,73500.0,1.0
501,DIAGEO,44500.0,1.0
502,DIAGEO,47500.0,1.0
503,DIAGEO,46000.0,1.0
504,DIAGEO,101000.0,1.0
505,DIAGEO,38000.0,1.0
506,DIAGEO,85000.0,1.0
507,DIAGEO,59000.0,1.0
508,DIAGEO,73000.0,1.0
509,DIAGEO,52500.0,1.0
510,DIAGEO,75000.0,1.0
511,DIAGEO,55000.0,1.0
512,DIAGEO,38500.0,1.0
513,DIAGEO,26000.0,1.0
514,DIAGEO,47500.0,1.0
515,DIAGEO,23500.0,1.0
516,DIAGEO,81500.0,1.0
517,DIAGEO,97500.0,1.0
518,DIAGEO,41000.0,1.0
519,DIAGEO,39000.0,1.0
520,DIAGEO,73500.0,1.0
521,DIAGEO,44500.0,1.0
522,DIAGEO,47500.0,1.0
523,DIAGEO,46000.0,1.0
524,DIAGEO,101000.0,1.0
525,DIAGEO,38000.0,1.0
526,DIAGEO,85000.0,1.0
527,DIAGEO,59000.0,1.0
528,DIAGEO,73000.0,1.0
529,DIAGEO,52500.0,1.0
530,DIAGEO,75000.0,1.0
531,DIAGEO,55000.0,1.0
532,DIAGEO,38500.0,1.0
533,DIAGEO,26000.0,1.0
534,DIAGEO,47500.0,1.0
535,DIAGEO,23500.0,1.0
536,DIAGEO,81500.0,1.0
537,DIAGEO,97500.0,1.0
538,DIAGEO,41000.0,1.0
539,DIAGEO,88000.0,1.0
540,DIAGEO,86000.0,1.0
541,DIAGEO,30000.0,1.0
542,DIAGEO,30000.0,1.0
543,DIAGEO,80000.0,1.0
544,DIAGEO,30500.0,1.0
545,DIAGEO,51500.0,1.0
546,DIAGEO,45500.0,1.0
547,DIAGEO,33500.0,1.0
548,DIAGEO,85500.0,1.0
549,DIAGEO,41500.0,1.0
550,DIAGEO,30000.0,1.0
551,DIAGEO,48000.0,1.0
552,DIAGEO,136500.0,1.0
553,DIAGEO,76000.0,1.0
554,DIAGEO,160000.0,1.0
555,DIAGEO,42500.0,1.0
556,DIAGEO,64500.0,1.0
557,DIAGEO,23000.0,1.0
558,DIAGEO,53500.0,1.0
559,DIAGEO,32000.0,1.0
560,DIAGEO,61500.0,1.0
561,DIAGEO,113500.0,1.0
562,DIAGEO,82500.0,1.0
563,DIAGEO,50000.0,1.0
564,DIAGEO,73500.0,1.0
565,DIAGEO,134000.0,1.0
566,DIAGEO,52000.0,1.0
567,DIAGEO,27500.0,1.0
568,DIAGEO,39500.0,1.0
569,DIAGEO,39500.0,1.0
570,DIAGEO,113000.0,1.0
571,DIAGEO,21000.0,1.0
572,DIAGEO,56000.0,1.0
573,DIAGEO,20000.0,1.0
574,DIAGEO,47000.0,1.0
575,DIAGEO,32500.0,1.0
576,DIAGEO,88500.0,1.0
577,DIAGEO,32500.0,1.0
578,DIAGEO,59000.0,1.0
579,DIAGEO,32000.0,1.0
580,DIAGEO,56500.0,1.0
581,DIAGEO,41500.0,1.0
582,DIAGEO,71500.0,1.0
583,DIAGEO,109500.0,1.0
584,DIAGEO,133000.0,1.0
585,DIAGEO,26000.0,1.0
586,DIAGEO,31500.0,1.0
587,DIAGEO,138000.0,1.0
588,DIAGEO,63500.0,1.0
589,DIAGEO,43000.0,1.0
590,DIAGEO,68000.0,1.0
591,DIAGEO,46500.0,1.0
592,DIAGEO,23000.0,1.0
593,DIAGEO,76000.0,1.0
594,DIAGEO,45500.0,1.0
595,DIAGEO,31500.0,1.0
596,DIAGEO,94000.0,1.0
597,DIAGEO,44000.0,1.0
598,DIAGEO,60500.0,1.0
599,HSBC,38938.0,35.0
600,HSBC,47670.0,32.0
601,HSBC,24856.0,32.0
602,HSBC,22834.0,31.0
603,HSBC,57826.0,30.0
604,HSBC,22276.0,27.0
605,HSBC,19897.0,27.0
606,HSBC,41763.0,27.0
607,HSBC,92985.0,27.0
608,HSBC,41019.0,27.0
609,HSBC,83663.0,26.0
610,HSBC,19382.0,23.0
611,HSBC,51536.0,23.0
612,HSBC,32030.0,23.0
613,HSBC,19500.0,21.0
614,HSBC,106105.0,21.0
615,HSBC,56498.0,21.0
616,HSBC,36441.0,20.0
617,HSBC,54179.0,20.0
618,HSBC,41697.0,19.0
619,HSBC,38938.0,35.0
620,HSBC,47670.0,32.0
621,HSBC,24856.0,32.0
622,HSBC,22834.0,31.0
623,HSBC,57826.0,30.0
624,HSBC,22276.0,27.0
625,HSBC,19897.0,27.0
626,HSBC,41763.0,27.0
627,HSBC,92985.0,27.0
628,HSBC,41019.0,27.0
629,HSBC,83663.0,26.0
630,HSBC,19382.0,23.0
631,HSBC,51536.0,23.0
632,HSBC,32030.0,23.0
633,HSBC,19500.0,21.0
634,HSBC,106105.0,21.0
635,HSBC,56498.0,21.0
636,HSBC,36441.0,20.0
637,HSBC,54179.0,20.0
638,HSBC,41697.0,19.0
639,HSBC,110009.0,19.0
640,HSBC,47089.0,19.0
641,HSBC,108704.0,17.0
642,HSBC,40900.0,17.0
643,HSBC,104579.0,17.0
644,HSBC,55270.0,17.0
645,HSBC,29600.0,16.0
646,HSBC,76176.0,16.0
647,HSBC,94741.0,16.0
648,HSBC,19392.0,16.0
649,HSBC,45938.0,16.0
650,HSBC,35567.0,16.0
651,HSBC,55137.0,16.0
652,HSBC,170687.0,15.0
653,HSBC,139512.0,15.0
654,HSBC,39813.0,15.0
655,HSBC,51515.0,14.0
656,HSBC,41896.0,14.0
657,HSBC,39857.0,14.0
658,HSBC,38529.0,13.0
659,HSBC,23156.0,13.0
660,HSBC,83663.0,13.0
661,HSBC,20973.0,12.0
662,HSBC,81252.0,12.0
663,HSBC,47019.0,12.0
664,HSBC,20438.0,12.0
665,HSBC,67173.0,12.0
666,HSBC,35361.0,11.0
667,HSBC,41080.0,11.0
668,HSBC,35926.0,11.0
669,HSBC,50957.0,11.0
670,HSBC,58408.0,11.0
671,HSBC,54486.0,11.0
672,HSBC,42916.0,11.0
673,HSBC,31810.0,11.0
674,HSBC,94640.0,11.0
675,HSBC,122145.0,11.0
676,HSBC,344598.0,10.0
677,HSBC,63056.0,10.0
678,HSBC,26432.0,10.0
679,HSBC,60598.0,10.0
680,HSBC,60027.0,10.0
681,HSBC,20845.0,10.0
682,HSBC,22984.0,10.0
683,HSBC,27725.0,10.0
684,HSBC,69903.0,10.0
685,HSBC,20003.0,10.0
686,HSBC,22398.0,10.0
687,HSBC,53354.0,10.0
688,HSBC,20754.0,10.0
689,HSBC,45704.0,10.0
690,HSBC,16529.0,9.0
691,HSBC,80444.0,9.0
692,HSBC,53772.0,9.0
693,HSBC,110413.0,9.0
694,HSBC,75667.0,9.0
695,HSBC,63093.0,9.0
696,HSBC,34511.0,9.0
697,HSBC,159187.0,9.0
698,HSBC,52196.0,9.0
699,HSBC,66996.0,9.0
700,HSBC,64343.0,9.0
701,HSBC,29203.0,8.0
702,HSBC,22580.0,8.0
703,HSBC,43507.0,8.0
704,HSBC,80111.0,8.0
705,HSBC,109897.0,8.0
706,HSBC,21764.0,8.0
707,HSBC,80827.0,8.0
708,HSBC,24847.0,8.0
709,HSBC,97975.0,8.0
710,HSBC,36762.0,8.0
711,HSBC,45343.0,8.0
712,HSBC,96256.0,8.0
713,HSBC,19144.0,8.0
714,HSBC,40825.0,8.0
715,HSBC,24331.0,8.0
716,HSBC,38729.0,8.0
717,HSBC,34955.0,8.0
718,HSBC,20983.0,8.0
719,HSBC,60364.0,8.0
720,HSBC,36192.0,7.0
721,HSBC,46409.0,7.0
722,HSBC,19986.0,7.0
723,HSBC,50767.0,7.0
724,HSBC,38338.0,7.0
725,HSBC,32331.0,7.0
726,HSBC,77026.0,7.0
727,HSBC,77815.0,7.0
728,HSBC,41908.0,7.0
729,HSBC,102060.0,7.0
730,HSBC,22354.0,7.0
731,HSBC,45321.0,7.0
732,HSBC,109285.0,7.0
733,HSBC,32107.0,7.0
734,HSBC,52578.0,7.0
735,HSBC,21450.0,6.0
736,HSBC,32275.0,6.0
737,HSBC,101956.0,6.0
738,HSBC,47127.0,6.0
739,HSBC,22425.0,6.0
740,HSBC,47538.0,6.0
741,HSBC,19688.0,6.0
742,HSBC,69843.0,6.0
743,HSBC,92035.0,6.0
744,HSBC,101986.0,6.0
745,HSBC,131630.0,6.0
746,HSBC,44115.0,6.0
747,HSBC,143541.0,6.0
748,HSBC,190146.0,6.0
749,HSBC,129704.0,6.0
750,HSBC,34683.0,6.0
751,HSBC,81935.0,6.0
752,HSBC,66832.0,6.0
753,HSBC,21159.0,6.0
754,HSBC,42512.0,6.0
755,HSBC,33525.0,6.0
756,HSBC,97740.0,6.0
757,HSBC,69528.0,6.0
758,HSBC,113641.0,6.0
759,HSBC,46693.0,6.0
760,HSBC,46092.0,6.0
